"GENE"	"EVENT"	"label"	"Category_Num"	"COORD"	"LENGTH"	"FullCO"	"COMPLEX"	"Sample"	"PSI"	"Quality_Score_Value"	"Quality_Score_Type"	"Group"	"Category"	"Colour"	"Species"	"Event_Num"	"ORF"	"PRC2_Component"	"Length_bp"	"COORD_hg38"	"PMID"	"short_vst_id"	"Num_Samples"	"Category_Short"	"median_PSI"
"JARID2"	"HsaEX0032723"	"JARID2-ex3"	"Other
(69)"	"chr6:15410224-15410365"	142	"chr6:15374252,15410224-15410365,15452006"	"S"	"Spleen_a"	75.37	"SOK"	"S1"	"Spleen"	"Other"	"pink1"	"Human"	"exon3"	"x"	"PRC2.2"	142	"chr6:15410224-15410365"	NA	"32723"	69	"Other"	87.17
"JARID2"	"HsaEX0032723"	"JARID2-ex3"	"Other
(69)"	"chr6:15410224-15410365"	142	"chr6:15374252,15410224-15410365,15452006"	"S"	"Spleen_b"	86.46	"SOK"	"S1"	"Spleen"	"Other"	"pink1"	"Human"	"exon3"	"x"	"PRC2.2"	142	"chr6:15410224-15410365"	NA	"32723"	69	"Other"	87.17
"JARID2"	"HsaEX0032723"	"JARID2-ex3"	"Other
(69)"	"chr6:15410224-15410365"	142	"chr6:15374252,15410224-15410365,15452006"	"S"	"Stomach_a"	39.08	"SOK"	"S1"	"Stomach"	"Other"	"navajowhite"	"Human"	"exon3"	"x"	"PRC2.2"	142	"chr6:15410224-15410365"	NA	"32723"	69	"Other"	87.17
"JARID2"	"HsaEX0032723"	"JARID2-ex3"	"Other
(69)"	"chr6:15410224-15410365"	142	"chr6:15374252,15410224-15410365,15452006"	"S"	"Stomach_b"	81.5	"SOK"	"S1"	"Stomach"	"Other"	"navajowhite"	"Human"	"exon3"	"x"	"PRC2.2"	142	"chr6:15410224-15410365"	NA	"32723"	69	"Other"	87.17
"JARID2"	"HsaEX0032723"	"JARID2-ex3"	"Other
(69)"	"chr6:15410224-15410365"	142	"chr6:15374252,15410224-15410365,15452006"	"S"	"Testis_a"	91.56	"SOK"	"S1"	"Testis"	"Other"	"gold1"	"Human"	"exon3"	"x"	"PRC2.2"	142	"chr6:15410224-15410365"	NA	"32723"	69	"Other"	87.17
"JARID2"	"HsaEX0032723"	"JARID2-ex3"	"Other
(69)"	"chr6:15410224-15410365"	142	"chr6:15374252,15410224-15410365,15452006"	"S"	"Testis_b"	94.04	"SOK"	"S1"	"Testis"	"Other"	"gold1"	"Human"	"exon3"	"x"	"PRC2.2"	142	"chr6:15410224-15410365"	NA	"32723"	69	"Other"	87.17
"JARID2"	"HsaEX0032723"	"JARID2-ex3"	"Other
(69)"	"chr6:15410224-15410365"	142	"chr6:15374252,15410224-15410365,15452006"	"S"	"Testis_c"	90.65	"SOK"	"S1"	"Testis"	"Other"	"gold1"	"Human"	"exon3"	"x"	"PRC2.2"	142	"chr6:15410224-15410365"	NA	"32723"	69	"Other"	87.17
"JARID2"	"HsaEX0032723"	"JARID2-ex3"	"Other
(69)"	"chr6:15410224-15410365"	142	"chr6:15374252,15410224-15410365,15452006"	"S"	"Thymus_a"	86.11	"SOK"	"S1"	"Thymus"	"Other"	"pink1"	"Human"	"exon3"	"x"	"PRC2.2"	142	"chr6:15410224-15410365"	NA	"32723"	69	"Other"	87.17
"JARID2"	"HsaEX0032723"	"JARID2-ex3"	"Other
(69)"	"chr6:15410224-15410365"	142	"chr6:15374252,15410224-15410365,15452006"	"S"	"Thymus_b"	82.51	"SOK"	"S1"	"Thymus"	"Other"	"pink1"	"Human"	"exon3"	"x"	"PRC2.2"	142	"chr6:15410224-15410365"	NA	"32723"	69	"Other"	87.17
"JARID2"	"HsaEX0032723"	"JARID2-ex3"	"Glandular
(13)"	"chr6:15410224-15410365"	142	"chr6:15374252,15410224-15410365,15452006"	"S"	"Thyroid_b"	97.53	"SOK"	"S1"	"Thyroid"	"Glandular"	"ivory4"	"Human"	"exon3"	"x"	"PRC2.2"	142	"chr6:15410224-15410365"	NA	"32723"	13	"Gland."	84.4
"JARID2"	"HsaEX0032723"	"JARID2-ex3"	"Glandular
(13)"	"chr6:15410224-15410365"	142	"chr6:15374252,15410224-15410365,15452006"	"S"	"Thyroid_c"	84.4	"SOK"	"S1"	"Thyroid"	"Glandular"	"ivory4"	"Human"	"exon3"	"x"	"PRC2.2"	142	"chr6:15410224-15410365"	NA	"32723"	13	"Gland."	84.4
"JARID2"	"HsaEX0032723"	"JARID2-ex3"	"Glandular
(13)"	"chr6:15410224-15410365"	142	"chr6:15374252,15410224-15410365,15452006"	"S"	"Thyroid_d"	73.33	"OK"	"S1"	"Thyroid"	"Glandular"	"ivory4"	"Human"	"exon3"	"x"	"PRC2.2"	142	"chr6:15410224-15410365"	NA	"32723"	13	"Gland."	84.4
"JARID2"	"HsaEX0032723"	"JARID2-ex3"	"Other
(69)"	"chr6:15410224-15410365"	142	"chr6:15374252,15410224-15410365,15452006"	"S"	"WBC_d"	85.71	"SOK"	"S1"	"WBC"	"Other"	"pink1"	"Human"	"exon3"	"x"	"PRC2.2"	142	"chr6:15410224-15410365"	NA	"32723"	69	"Other"	87.17
"JARID2"	"HsaEX0032723"	"JARID2-ex3"	"Other
(69)"	"chr6:15410224-15410365"	142	"chr6:15374252,15410224-15410365,15452006"	"S"	"WBC_e"	87.37	"SOK"	"S1"	"WBC"	"Other"	"pink1"	"Human"	"exon3"	"x"	"PRC2.2"	142	"chr6:15410224-15410365"	NA	"32723"	69	"Other"	87.17
"JARID2"	"HsaEX0032723"	"JARID2-ex3"	"Neuronal
(22)"	"chr6:15410224-15410365"	142	"chr6:15374252,15410224-15410365,15452006"	"S"	"Whole_Brain_b"	85.71	"SOK"	"S1"	"Whole_Brain"	"Neuronal"	"dodgerblue"	"Human"	"exon3"	"x"	"PRC2.2"	142	"chr6:15410224-15410365"	NA	"32723"	22	"Neuro."	86.375
"JARID2"	"HsaEX0032723"	"JARID2-ex3"	"Other
(69)"	"chr6:15410224-15410365"	142	"chr6:15374252,15410224-15410365,15452006"	"S"	"Zygote_a_A"	80.52	"SOK"	"S1"	"Zygote"	"Other"	"burlywood1"	"Human"	"exon3"	"x"	"PRC2.2"	142	"chr6:15410224-15410365"	NA	"32723"	69	"Other"	87.17
"EED"	"HsaEX0021619"	"EED-ex10"	"Glandular
(13)"	"chr11:86268456-86268561"	106	"chr11:86266216,86268456-86268561,86276980"	"C1"	"Adipose_b"	80.41	"SOK"	"S1"	"Adipose"	"Glandular"	"ivory3"	"Human"	"exon10"	"x"	"Core"	106	"chr11:86268456-86268561"	NA	"21619"	13	"Gland."	80.65
"EED"	"HsaEX0021619"	"EED-ex10"	"Glandular
(13)"	"chr11:86268456-86268561"	106	"chr11:86266216,86268456-86268561,86276980"	"C1"	"Adipose_c"	77.18	"SOK"	"S1"	"Adipose"	"Glandular"	"ivory3"	"Human"	"exon10"	"x"	"Core"	106	"chr11:86268456-86268561"	NA	"21619"	13	"Gland."	80.65
"EED"	"HsaEX0021619"	"EED-ex10"	"Glandular
(13)"	"chr11:86268456-86268561"	106	"chr11:86266216,86268456-86268561,86276980"	"C1"	"Adipose_d"	86.98	"SOK"	"S1"	"Adipose"	"Glandular"	"ivory3"	"Human"	"exon10"	"x"	"Core"	106	"chr11:86268456-86268561"	NA	"21619"	13	"Gland."	80.65
"EED"	"HsaEX0021619"	"EED-ex10"	"Glandular
(13)"	"chr11:86268456-86268561"	106	"chr11:86266216,86268456-86268561,86276980"	"C1"	"Adrenal_b"	80.65	"VLOW"	"S1"	"Adrenal"	"Glandular"	"ivory4"	"Human"	"exon10"	"x"	"Core"	106	"chr11:86268456-86268561"	NA	"21619"	13	"Gland."	80.65
"EED"	"HsaEX0021619"	"EED-ex10"	"Glandular
(13)"	"chr11:86268456-86268561"	106	"chr11:86266216,86268456-86268561,86276980"	"C1"	"Adrenal_c"	83.19	"SOK"	"S1"	"Adrenal"	"Glandular"	"ivory4"	"Human"	"exon10"	"x"	"Core"	106	"chr11:86268456-86268561"	NA	"21619"	13	"Gland."	80.65
"EED"	"HsaEX0021619"	"EED-ex10"	"Other
(69)"	"chr11:86268456-86268561"	106	"chr11:86266216,86268456-86268561,86276980"	"C1"	"Amnion"	80	"VLOW"	"S1"	"Amnion"	"Other"	"magenta1"	"Human"	"exon10"	"x"	"Core"	106	"chr11:86268456-86268561"	NA	"21619"	69	"Other"	83.4
"EED"	"HsaEX0021619"	"EED-ex10"	"Neuronal
(22)"	"chr11:86268456-86268561"	106	"chr11:86266216,86268456-86268561,86276980"	"C1"	"Astrocytes"	81.82	"SOK"	"S1"	"Glia"	"Neuronal"	"deepskyblue2"	"Human"	"exon10"	"x"	"Core"	106	"chr11:86268456-86268561"	NA	"21619"	22	"Neuro."	82.495
"EED"	"HsaEX0021619"	"EED-ex10"	"Glandular
(13)"	"chr11:86268456-86268561"	106	"chr11:86266216,86268456-86268561,86276980"	"C1"	"Bladder_a"	76.18	"SOK"	"S1"	"Bladder"	"Glandular"	"ivory4"	"Human"	"exon10"	"x"	"Core"	106	"chr11:86268456-86268561"	NA	"21619"	13	"Gland."	80.65
"EED"	"HsaEX0021619"	"EED-ex10"	"Other
(69)"	"chr11:86268456-86268561"	106	"chr11:86266216,86268456-86268561,86276980"	"C1"	"Bone_marrow_a"	53.42	"SOK"	"S1"	"Bone_Marrow"	"Other"	"pink1"	"Human"	"exon10"	"x"	"Core"	106	"chr11:86268456-86268561"	NA	"21619"	69	"Other"	83.4
"EED"	"HsaEX0021619"	"EED-ex10"	"Other
(69)"	"chr11:86268456-86268561"	106	"chr11:86266216,86268456-86268561,86276980"	"C1"	"Bone_marrow_b"	51.03	"SOK"	"S1"	"Bone_Marrow"	"Other"	"pink1"	"Human"	"exon10"	"x"	"Core"	106	"chr11:86268456-86268561"	NA	"21619"	69	"Other"	83.4
"EED"	"HsaEX0021619"	"EED-ex10"	"Other
(69)"	"chr11:86268456-86268561"	106	"chr11:86266216,86268456-86268561,86276980"	"C1"	"Bone_marrow_c"	49.83	"SOK"	"S1"	"Bone_Marrow"	"Other"	"pink1"	"Human"	"exon10"	"x"	"Core"	106	"chr11:86268456-86268561"	NA	"21619"	69	"Other"	83.4
"EED"	"HsaEX0021619"	"EED-ex10"	"Glandular
(13)"	"chr11:86268456-86268561"	106	"chr11:86266216,86268456-86268561,86276980"	"C1"	"Breast_a"	86.04	"SOK"	"S1"	"Breast"	"Glandular"	"ivory4"	"Human"	"exon10"	"x"	"Core"	106	"chr11:86268456-86268561"	NA	"21619"	13	"Gland."	80.65
"EED"	"HsaEX0021619"	"EED-ex10"	"Epithelial
(6)"	"chr11:86268456-86268561"	106	"chr11:86266216,86268456-86268561,86276980"	"C1"	"Breast_Epith_a"	75.57	"SOK"	"S1"	"Breast_Epith"	"Epithelial"	"firebrick1"	"Human"	"exon10"	"x"	"Core"	106	"chr11:86268456-86268561"	NA	"21619"	6	"Epithe."	82.7
"EED"	"HsaEX0021619"	"EED-ex10"	"Neuronal
(22)"	"chr11:86268456-86268561"	106	"chr11:86266216,86268456-86268561,86276980"	"C1"	"Cerebellum_a"	57.96	"SOK"	"S1"	"Cerebellum"	"Neuronal"	"dodgerblue"	"Human"	"exon10"	"x"	"Core"	106	"chr11:86268456-86268561"	NA	"21619"	22	"Neuro."	82.495
"EED"	"HsaEX0021619"	"EED-ex10"	"Neuronal
(22)"	"chr11:86268456-86268561"	106	"chr11:86266216,86268456-86268561,86276980"	"C1"	"Cerebellum_c"	66.52	"SOK"	"S1"	"Cerebellum"	"Neuronal"	"dodgerblue"	"Human"	"exon10"	"x"	"Core"	106	"chr11:86268456-86268561"	NA	"21619"	22	"Neuro."	82.495
"EED"	"HsaEX0021619"	"EED-ex10"	"Other
(69)"	"chr11:86268456-86268561"	106	"chr11:86266216,86268456-86268561,86276980"	"C1"	"Chorion"	68.18	"LOW"	"S1"	"Chorion"	"Other"	"darkorchid"	"Human"	"exon10"	"x"	"Core"	106	"chr11:86268456-86268561"	NA	"21619"	69	"Other"	83.4
"EED"	"HsaEX0021619"	"EED-ex10"	"Cell lines
(11)"	"chr11:86268456-86268561"	106	"chr11:86266216,86268456-86268561,86276980"	"C1"	"CL_293T"	89	"SOK"	"S1"	"HEK293T"	"Cell lines"	"darkorange1"	"Human"	"exon10"	"x"	"Core"	106	"chr11:86268456-86268561"	NA	"21619"	11	"Cell lines"	78.35
"EED"	"HsaEX0021619"	"EED-ex10"	"Cell lines
(11)"	"chr11:86268456-86268561"	106	"chr11:86266216,86268456-86268561,86276980"	"C1"	"CL_EndoBH1C_a"	86.89	"SOK"	"S1"	"EndoBH1C"	"Cell lines"	"darkorange1"	"Human"	"exon10"	"x"	"Core"	106	"chr11:86268456-86268561"	NA	"21619"	11	"Cell lines"	78.35
"EED"	"HsaEX0021619"	"EED-ex10"	"Cell lines
(11)"	"chr11:86268456-86268561"	106	"chr11:86266216,86268456-86268561,86276980"	"C1"	"CL_Gm12878"	75.52	"SOK"	"S1"	"Gm12878"	"Cell lines"	"darkorange1"	"Human"	"exon10"	"x"	"Core"	106	"chr11:86268456-86268561"	NA	"21619"	11	"Cell lines"	78.35
"EED"	"HsaEX0021619"	"EED-ex10"	"Cell lines
(11)"	"chr11:86268456-86268561"	106	"chr11:86266216,86268456-86268561,86276980"	"C1"	"CL_HeLa"	78.35	"SOK"	"S1"	"HeLa"	"Cell lines"	"darkorange1"	"Human"	"exon10"	"x"	"Core"	106	"chr11:86268456-86268561"	NA	"21619"	11	"Cell lines"	78.35
"EED"	"HsaEX0021619"	"EED-ex10"	"Cell lines
(11)"	"chr11:86268456-86268561"	106	"chr11:86266216,86268456-86268561,86276980"	"C1"	"CL_K562"	90.21	"SOK"	"S1"	"K562"	"Cell lines"	"darkorange1"	"Human"	"exon10"	"x"	"Core"	106	"chr11:86268456-86268561"	NA	"21619"	11	"Cell lines"	78.35
"EED"	"HsaEX0021619"	"EED-ex10"	"Cell lines
(11)"	"chr11:86268456-86268561"	106	"chr11:86266216,86268456-86268561,86276980"	"C1"	"CL_LP1"	91.44	"SOK"	"S1"	"LP1"	"Cell lines"	"darkorange1"	"Human"	"exon10"	"x"	"Core"	106	"chr11:86268456-86268561"	NA	"21619"	11	"Cell lines"	78.35
"EED"	"HsaEX0021619"	"EED-ex10"	"Cell lines
(11)"	"chr11:86268456-86268561"	106	"chr11:86266216,86268456-86268561,86276980"	"C1"	"CL_MB231"	85.08	"VLOW"	"S1"	"MB231"	"Cell lines"	"darkorange1"	"Human"	"exon10"	"x"	"Core"	106	"chr11:86268456-86268561"	NA	"21619"	11	"Cell lines"	78.35
"EED"	"HsaEX0021619"	"EED-ex10"	"Cell lines
(11)"	"chr11:86268456-86268561"	106	"chr11:86266216,86268456-86268561,86276980"	"C1"	"CL_MCF7"	77.11	"SOK"	"S1"	"MCF7"	"Cell lines"	"darkorange1"	"Human"	"exon10"	"x"	"Core"	106	"chr11:86268456-86268561"	NA	"21619"	11	"Cell lines"	78.35
"EED"	"HsaEX0021619"	"EED-ex10"	"Cell lines
(11)"	"chr11:86268456-86268561"	106	"chr11:86266216,86268456-86268561,86276980"	"C1"	"CL_PNT2"	71.72	"SOK"	"S1"	"PNT2"	"Cell lines"	"darkorange1"	"Human"	"exon10"	"x"	"Core"	106	"chr11:86268456-86268561"	NA	"21619"	11	"Cell lines"	78.35
"EED"	"HsaEX0021619"	"EED-ex10"	"Cell lines
(11)"	"chr11:86268456-86268561"	106	"chr11:86266216,86268456-86268561,86276980"	"C1"	"CL_SHSY5Y_noRA"	63.84	"SOK"	"S1"	"SHSY5Y"	"Cell lines"	"darkorange1"	"Human"	"exon10"	"x"	"Core"	106	"chr11:86268456-86268561"	NA	"21619"	11	"Cell lines"	78.35
"EED"	"HsaEX0021619"	"EED-ex10"	"Cell lines
(11)"	"chr11:86268456-86268561"	106	"chr11:86266216,86268456-86268561,86276980"	"C1"	"CL_SHSY5Y_RA"	65.2	"SOK"	"S1"	"SHSY5Y"	"Cell lines"	"darkorange1"	"Human"	"exon10"	"x"	"Core"	106	"chr11:86268456-86268561"	NA	"21619"	11	"Cell lines"	78.35
"EED"	"HsaEX0021619"	"EED-ex10"	"Other
(69)"	"chr11:86268456-86268561"	106	"chr11:86266216,86268456-86268561,86276980"	"C1"	"Colon_b"	89.47	"SOK"	"S1"	"Colon"	"Other"	"navajowhite2"	"Human"	"exon10"	"x"	"Core"	106	"chr11:86268456-86268561"	NA	"21619"	69	"Other"	83.4
"EED"	"HsaEX0021619"	"EED-ex10"	"Other
(69)"	"chr11:86268456-86268561"	106	"chr11:86266216,86268456-86268561,86276980"	"C1"	"Colon_sigmoid"	80.12	"SOK"	"S1"	"Colon"	"Other"	"navajowhite2"	"Human"	"exon10"	"x"	"Core"	106	"chr11:86268456-86268561"	NA	"21619"	69	"Other"	83.4
"EED"	"HsaEX0021619"	"EED-ex10"	"Other
(69)"	"chr11:86268456-86268561"	106	"chr11:86266216,86268456-86268561,86276980"	"C1"	"Colon_transverse"	73.21	"OK"	"S1"	"Colon"	"Other"	"navajowhite2"	"Human"	"exon10"	"x"	"Core"	106	"chr11:86268456-86268561"	NA	"21619"	69	"Other"	83.4
"EED"	"HsaEX0021619"	"EED-ex10"	"Neuronal
(22)"	"chr11:86268456-86268561"	106	"chr11:86266216,86268456-86268561,86276980"	"C1"	"Cortex"	88.99	"SOK"	"S1"	"Cortex"	"Neuronal"	"deepskyblue4"	"Human"	"exon10"	"x"	"Core"	106	"chr11:86268456-86268561"	NA	"21619"	22	"Neuro."	82.495
"EED"	"HsaEX0021619"	"EED-ex10"	"Other
(69)"	"chr11:86268456-86268561"	106	"chr11:86266216,86268456-86268561,86276980"	"C1"	"Decidua"	64.71	"VLOW"	"S1"	"Decidua"	"Other"	"magenta1"	"Human"	"exon10"	"x"	"Core"	106	"chr11:86268456-86268561"	NA	"21619"	69	"Other"	83.4
"EED"	"HsaEX0021619"	"EED-ex10"	"Embryonic
(24)"	"chr11:86268456-86268561"	106	"chr11:86266216,86268456-86268561,86276980"	"C1"	"Embr_8C_a_A"	66.59	"SOK"	"S1"	"Embr_8C"	"Embryonic"	"darkgoldenrod2"	"Human"	"exon10"	"x"	"Core"	106	"chr11:86268456-86268561"	NA	"21619"	24	"Embryo."	90.66
"EED"	"HsaEX0021619"	"EED-ex10"	"Embryonic
(24)"	"chr11:86268456-86268561"	106	"chr11:86266216,86268456-86268561,86276980"	"C1"	"Embr_8C_a_B"	82.24	"SOK"	"S1"	"Embr_8C"	"Embryonic"	"darkgoldenrod2"	"Human"	"exon10"	"x"	"Core"	106	"chr11:86268456-86268561"	NA	"21619"	24	"Embryo."	90.66
"EED"	"HsaEX0021619"	"EED-ex10"	"Embryonic
(24)"	"chr11:86268456-86268561"	106	"chr11:86266216,86268456-86268561,86276980"	"C1"	"Embr_8C_a_C"	82.36	"SOK"	"S1"	"Embr_8C"	"Embryonic"	"darkgoldenrod2"	"Human"	"exon10"	"x"	"Core"	106	"chr11:86268456-86268561"	NA	"21619"	24	"Embryo."	90.66
"EED"	"HsaEX0021619"	"EED-ex10"	"Embryonic
(24)"	"chr11:86268456-86268561"	106	"chr11:86266216,86268456-86268561,86276980"	"C1"	"Embr_8C_a_D"	55.85	"SOK"	"S1"	"Embr_8C"	"Embryonic"	"darkgoldenrod2"	"Human"	"exon10"	"x"	"Core"	106	"chr11:86268456-86268561"	NA	"21619"	24	"Embryo."	90.66
"EED"	"HsaEX0021619"	"EED-ex10"	"Neuronal
(22)"	"chr11:86268456-86268561"	106	"chr11:86266216,86268456-86268561,86276980"	"C1"	"Embr_Cortex_13_17wpc"	88.35	"SOK"	"S1"	"Embr_Cortex"	"Neuronal"	"deepskyblue1"	"Human"	"exon10"	"x"	"Core"	106	"chr11:86268456-86268561"	NA	"21619"	22	"Neuro."	82.495
"EED"	"HsaEX0021619"	"EED-ex10"	"Neuronal
(22)"	"chr11:86268456-86268561"	106	"chr11:86266216,86268456-86268561,86276980"	"C1"	"Embr_Forebrain_9_12wpc"	85.43	"SOK"	"S1"	"Embr_Cortex"	"Neuronal"	"deepskyblue1"	"Human"	"exon10"	"x"	"Core"	106	"chr11:86268456-86268561"	NA	"21619"	22	"Neuro."	82.495
"EED"	"HsaEX0021619"	"EED-ex10"	"Neuronal
(22)"	"chr11:86268456-86268561"	106	"chr11:86266216,86268456-86268561,86276980"	"C1"	"Embr_Forebrain_St13_14"	83.17	"SOK"	"S1"	"Embr_Cortex"	"Neuronal"	"deepskyblue1"	"Human"	"exon10"	"x"	"Core"	106	"chr11:86268456-86268561"	NA	"21619"	22	"Neuro."	82.495
"EED"	"HsaEX0021619"	"EED-ex10"	"Neuronal
(22)"	"chr11:86268456-86268561"	106	"chr11:86266216,86268456-86268561,86276980"	"C1"	"Embr_Forebrain_St17_20"	84.14	"SOK"	"S1"	"Embr_Cortex"	"Neuronal"	"deepskyblue1"	"Human"	"exon10"	"x"	"Core"	106	"chr11:86268456-86268561"	NA	"21619"	22	"Neuro."	82.495
"EED"	"HsaEX0021619"	"EED-ex10"	"Neuronal
(22)"	"chr11:86268456-86268561"	106	"chr11:86266216,86268456-86268561,86276980"	"C1"	"Embr_Forebrain_St22_23"	84.12	"SOK"	"S1"	"Embr_Cortex"	"Neuronal"	"deepskyblue1"	"Human"	"exon10"	"x"	"Core"	106	"chr11:86268456-86268561"	NA	"21619"	22	"Neuro."	82.495
"EED"	"HsaEX0021619"	"EED-ex10"	"Embryonic
(24)"	"chr11:86268456-86268561"	106	"chr11:86266216,86268456-86268561,86276980"	"C1"	"Embr_ICM_a_A"	100	"SOK"	"S1"	"ICM"	"Embryonic"	"darkgoldenrod1"	"Human"	"exon10"	"x"	"Core"	106	"chr11:86268456-86268561"	NA	"21619"	24	"Embryo."	90.66
"EED"	"HsaEX0021619"	"EED-ex10"	"Embryonic
(24)"	"chr11:86268456-86268561"	106	"chr11:86266216,86268456-86268561,86276980"	"C1"	"Embr_Morula_a_A"	92.83	"SOK"	"S1"	"Morula"	"Embryonic"	"darkgoldenrod1"	"Human"	"exon10"	"x"	"Core"	106	"chr11:86268456-86268561"	NA	"21619"	24	"Embryo."	90.66
"EED"	"HsaEX0021619"	"EED-ex10"	"Embryonic
(24)"	"chr11:86268456-86268561"	106	"chr11:86266216,86268456-86268561,86276980"	"C1"	"Embr_Morula_a_B"	89.64	"SOK"	"S1"	"Morula"	"Embryonic"	"darkgoldenrod1"	"Human"	"exon10"	"x"	"Core"	106	"chr11:86268456-86268561"	NA	"21619"	24	"Embryo."	90.66
"EED"	"HsaEX0021619"	"EED-ex10"	"Other
(69)"	"chr11:86268456-86268561"	106	"chr11:86266216,86268456-86268561,86276980"	"C1"	"Embr_TE_a_A"	100	"SOK"	"S1"	"TE"	"Other"	"blanchedalmond"	"Human"	"exon10"	"x"	"Core"	106	"chr11:86268456-86268561"	NA	"21619"	69	"Other"	83.4
"EED"	"HsaEX0021619"	"EED-ex10"	"Other
(69)"	"chr11:86268456-86268561"	106	"chr11:86266216,86268456-86268561,86276980"	"C1"	"Embr_TE_a_B"	78.62	"SOK"	"S1"	"TE"	"Other"	"blanchedalmond"	"Human"	"exon10"	"x"	"Core"	106	"chr11:86268456-86268561"	NA	"21619"	69	"Other"	83.4
"EED"	"HsaEX0021619"	"EED-ex10"	"Epithelial
(6)"	"chr11:86268456-86268561"	106	"chr11:86266216,86268456-86268561,86276980"	"C1"	"EndothCells"	83.22	"SOK"	"S1"	"EndothCells"	"Epithelial"	"firebrick1"	"Human"	"exon10"	"x"	"Core"	106	"chr11:86268456-86268561"	NA	"21619"	6	"Epithe."	82.7
"EED"	"HsaEX0021619"	"EED-ex10"	"Epithelial
(6)"	"chr11:86268456-86268561"	106	"chr11:86266216,86268456-86268561,86276980"	"C1"	"EpithelialCells"	100	"OK"	"S1"	"EpithelialCells"	"Epithelial"	"firebrick1"	"Human"	"exon10"	"x"	"Core"	106	"chr11:86268456-86268561"	NA	"21619"	6	"Epithe."	82.7
"EED"	"HsaEX0021619"	"EED-ex10"	"Embryonic
(24)"	"chr11:86268456-86268561"	106	"chr11:86266216,86268456-86268561,86276980"	"C1"	"ESC_H1_a"	87.01	"LOW"	"S1"	"ESC_H1"	"Embryonic"	"darkgoldenrod2"	"Human"	"exon10"	"x"	"Core"	106	"chr11:86268456-86268561"	NA	"21619"	24	"Embryo."	90.66
"EED"	"HsaEX0021619"	"EED-ex10"	"Embryonic
(24)"	"chr11:86268456-86268561"	106	"chr11:86266216,86268456-86268561,86276980"	"C1"	"ESC_H1_b"	90.96	"SOK"	"S1"	"ESC_H1"	"Embryonic"	"darkgoldenrod2"	"Human"	"exon10"	"x"	"Core"	106	"chr11:86268456-86268561"	NA	"21619"	24	"Embryo."	90.66
"EED"	"HsaEX0021619"	"EED-ex10"	"Embryonic
(24)"	"chr11:86268456-86268561"	106	"chr11:86266216,86268456-86268561,86276980"	"C1"	"ESC_H1_c"	93.67	"SOK"	"S1"	"ESC_H1"	"Embryonic"	"darkgoldenrod2"	"Human"	"exon10"	"x"	"Core"	106	"chr11:86268456-86268561"	NA	"21619"	24	"Embryo."	90.66
"EED"	"HsaEX0021619"	"EED-ex10"	"Embryonic
(24)"	"chr11:86268456-86268561"	106	"chr11:86266216,86268456-86268561,86276980"	"C1"	"ESC_H1_d"	93.63	"SOK"	"S1"	"ESC_H1"	"Embryonic"	"darkgoldenrod2"	"Human"	"exon10"	"x"	"Core"	106	"chr11:86268456-86268561"	NA	"21619"	24	"Embryo."	90.66
"EED"	"HsaEX0021619"	"EED-ex10"	"Embryonic
(24)"	"chr11:86268456-86268561"	106	"chr11:86266216,86268456-86268561,86276980"	"C1"	"ESC_H9_a"	94.74	"OK"	"S1"	"ESC_H9"	"Embryonic"	"darkgoldenrod2"	"Human"	"exon10"	"x"	"Core"	106	"chr11:86268456-86268561"	NA	"21619"	24	"Embryo."	90.66
"EED"	"HsaEX0021619"	"EED-ex10"	"Embryonic
(24)"	"chr11:86268456-86268561"	106	"chr11:86266216,86268456-86268561,86276980"	"C1"	"ESC_H9_b"	84.48	"SOK"	"S1"	"ESC_H9"	"Embryonic"	"darkgoldenrod2"	"Human"	"exon10"	"x"	"Core"	106	"chr11:86268456-86268561"	NA	"21619"	24	"Embryo."	90.66
"EED"	"HsaEX0021619"	"EED-ex10"	"Epithelial
(6)"	"chr11:86268456-86268561"	106	"chr11:86266216,86268456-86268561,86276980"	"C1"	"Fibroblasts"	82.18	"OK"	"S1"	"Fibroblasts"	"Epithelial"	"firebrick1"	"Human"	"exon10"	"x"	"Core"	106	"chr11:86268456-86268561"	NA	"21619"	6	"Epithe."	82.7
"EED"	"HsaEX0021619"	"EED-ex10"	"Neuronal
(22)"	"chr11:86268456-86268561"	106	"chr11:86266216,86268456-86268561,86276980"	"C1"	"Frontal_Gyrus_old"	78.66	"SOK"	"S1"	"Frontal_Gyrus"	"Neuronal"	"deepskyblue4"	"Human"	"exon10"	"x"	"Core"	106	"chr11:86268456-86268561"	NA	"21619"	22	"Neuro."	82.495
"EED"	"HsaEX0021619"	"EED-ex10"	"Neuronal
(22)"	"chr11:86268456-86268561"	106	"chr11:86266216,86268456-86268561,86276980"	"C1"	"Frontal_Gyrus_young"	72.81	"SOK"	"S1"	"Frontal_Gyrus"	"Neuronal"	"deepskyblue4"	"Human"	"exon10"	"x"	"Core"	106	"chr11:86268456-86268561"	NA	"21619"	22	"Neuro."	82.495
"EED"	"HsaEX0021619"	"EED-ex10"	"Other
(69)"	"chr11:86268456-86268561"	106	"chr11:86266216,86268456-86268561,86276980"	"C1"	"GLS_cells"	87.04	"SOK"	"S1"	"GLS_cells"	"Other"	"pink1"	"Human"	"exon10"	"x"	"Core"	106	"chr11:86268456-86268561"	NA	"21619"	69	"Other"	83.4
